date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:57:31	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:32%20GMT	https://www.beginnings.com/about-us/resources/loan-payment-portal	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/loan-payment-portal	(from https://www.beginnings.com/business/deposit-accounts/custodial-escrow-accounts)
08:57:32	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:32%20GMT	https://www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	(from https://www.beginnings.com/business/deposit-accounts/custodial-escrow-accounts)
08:57:32	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.30d.delayed	(from https://www.beginnings.com/business/deposit-accounts/custodial-escrow-accounts)
08:57:32	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.30f.delayed	(from https://www.beginnings.com/business/deposit-accounts/custodial-escrow-accounts)
08:57:32	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/construction-loans	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/construction-loans.310.delayed	(from https://www.beginnings.com/business/business-loans)
08:57:32	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/green-lending-program	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/green-lending-program.311.delayed	(from https://www.beginnings.com/business/business-loans)
08:57:32	176/176	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:33%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	(from https://www.beginnings.com/business/business-loans)
08:57:32	346827/346827	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2021:22:41%20GMT	https://www.beginnings.com/images/default-source/header-images/business/banner-header-business-custodial-escrow.jpg?sfvrsn=aa4d639a_2	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/images/default-source/header-images/business/banner-header-business-custodial-escrowc516.jpg	(from https://www.beginnings.com/business/deposit-accounts/custodial-escrow-accounts)
08:57:32	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:33%20GMT	https://www.beginnings.com/business/resources/join-cfcu	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/resources/join-cfcu	(from https://www.beginnings.com/business/business-loans)
08:57:33	152/152	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:33%20GMT	https://www.beginnings.com/about-us/resources/BeginningsDigitalMobileBanking	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/BeginningsDigitalMobileBanking	(from https://www.beginnings.com/business/business-loans)
08:57:33	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:34%20GMT	https://www.beginnings.com/about-us/resources/about-digital-banking	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/about-digital-banking	(from https://www.beginnings.com/business/business-loans)
08:57:33	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:34%20GMT	https://www.beginnings.com/about-us/resources/security-and-fraud	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/security-and-fraud	(from https://www.beginnings.com/business/business-loans)
08:57:33	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:34%20GMT	https://www.beginnings.com/about-us/resources/loan-payment-portal	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/loan-payment-portal	(from https://www.beginnings.com/business/business-loans)
08:57:34	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:34%20GMT	https://www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	(from https://www.beginnings.com/business/business-loans)
08:57:34	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.319.delayed	(from https://www.beginnings.com/business/business-loans)
08:57:35	54160/54160	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:57:36%20GMT	https://www.beginnings.com/other/member-forms/contact-business-team	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/other/member-forms/contact-business-team.html	(from https://www.beginnings.com/business/business-loans)
08:57:36	158/158	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:37%20GMT	https://www.beginnings.com/business/resources/business-money-iq-videos	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/resources/business-money-iq-videos	(from https://www.beginnings.com/business/business-loans)
08:57:36	272969/272969	---M--	200	added ('OK')	application/pdf	date:Thu,%2031%20Jul%202025%2015:57:37%20GMT	https://www.beginnings.com/docs/default-source/default-document-library/gtb_smlbus_buscard_1220_cfcu-website.pdf?sfvrsn=fd188f89_2	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/docs/default-source/default-document-library/GTB_SMLBUS_BUSCARD_1220_CFCU-website1476.pdf	(from https://www.beginnings.com/business/business-loans)
08:57:36	158/158	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:37%20GMT	https://www.beginnings.com/business/resources/business-money-iq-videos	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/resources/business-money-iq-videos	(from https://www.beginnings.com/business/business-loans)
08:57:36	42703/42703	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Dec%202022%2022:20:58%20GMT	https://www.beginnings.com/images/default-source/header-images/business/business-term-loan.jpg?sfvrsn=940fa284_1	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/images/default-source/header-images/business/business-term-loanef00.jpg	(from https://www.beginnings.com/business/business-loans)
08:57:36	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.31f.delayed	(from https://www.beginnings.com/business/business-loans)
08:57:36	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/construction-loans	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/construction-loans.320.delayed	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:36	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/green-lending-program	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/green-lending-program.321.delayed	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:37	176/176	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:37%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:37	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:38%20GMT	https://www.beginnings.com/business/resources/join-cfcu	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/resources/join-cfcu	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:37	152/152	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:38%20GMT	https://www.beginnings.com/about-us/resources/BeginningsDigitalMobileBanking	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/BeginningsDigitalMobileBanking	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:37	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:38%20GMT	https://www.beginnings.com/about-us/resources/about-digital-banking	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/about-digital-banking	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:37	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:38%20GMT	https://www.beginnings.com/about-us/resources/security-and-fraud	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/security-and-fraud	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:38	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:38%20GMT	https://www.beginnings.com/about-us/resources/loan-payment-portal	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/loan-payment-portal	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:38	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:39%20GMT	https://www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:38	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.329.delayed	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:38	158/158	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:39%20GMT	https://www.beginnings.com/business/resources/business-money-iq-videos	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/resources/business-money-iq-videos	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:38	158/158	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:39%20GMT	https://www.beginnings.com/business/resources/business-money-iq-videos	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/resources/business-money-iq-videos	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:38	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.32c.delayed	(from https://www.beginnings.com/business/business-loans/business-rewards-credit-card)
08:57:39	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/construction-loans	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/construction-loans.32d.delayed	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:39	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/green-lending-program	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/green-lending-program.32e.delayed	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:39	176/176	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:39%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:39	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:40%20GMT	https://www.beginnings.com/business/resources/join-cfcu	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/resources/join-cfcu	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:39	152/152	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:40%20GMT	https://www.beginnings.com/about-us/resources/BeginningsDigitalMobileBanking	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/BeginningsDigitalMobileBanking	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:39	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:40%20GMT	https://www.beginnings.com/about-us/resources/about-digital-banking	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/about-digital-banking	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:39	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:40%20GMT	https://www.beginnings.com/about-us/resources/security-and-fraud	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/security-and-fraud	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:40	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:40%20GMT	https://www.beginnings.com/about-us/resources/loan-payment-portal	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/loan-payment-portal	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:40	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:41%20GMT	https://www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:40	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.336.delayed	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:40	103875/103875	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Dec%202022%2020:41:16%20GMT	https://www.beginnings.com/images/default-source/header-images/business/banner-header-business-loans.jpg?sfvrsn=178ff564_1	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/images/default-source/header-images/business/banner-header-business-loans01ad.jpg	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:40	112662/112662	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Dec%202022%2022:54:48%20GMT	https://www.beginnings.com/images/default-source/header-images/business/real-estate-business.jpg?sfvrsn=b618dd93_1	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/images/default-source/header-images/business/real-estate-businessf2b7.jpg	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:40	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.339.delayed	(from https://www.beginnings.com/business/business-loans/business-term-loans-and-lines-of-credit)
08:57:41	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/construction-loans	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/construction-loans.33a.delayed	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:41	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/green-lending-program	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/green-lending-program.33b.delayed	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:41	176/176	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:41%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:41	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:42%20GMT	https://www.beginnings.com/business/resources/join-cfcu	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/resources/join-cfcu	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:41	152/152	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:42%20GMT	https://www.beginnings.com/about-us/resources/BeginningsDigitalMobileBanking	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/BeginningsDigitalMobileBanking	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:41	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:42%20GMT	https://www.beginnings.com/about-us/resources/about-digital-banking	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/about-digital-banking	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:42	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:42%20GMT	https://www.beginnings.com/about-us/resources/security-and-fraud	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/security-and-fraud	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:42	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:43%20GMT	https://www.beginnings.com/about-us/resources/loan-payment-portal	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/loan-payment-portal	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:42	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:43%20GMT	https://www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:42	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.343.delayed	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:42	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.345.delayed	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:42	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/construction-loans	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/construction-loans.346.delayed	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:42	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/green-lending-program	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/green-lending-program.347.delayed	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:42	148636/148636	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Dec%202022%2020:41:17%20GMT	https://www.beginnings.com/images/default-source/header-images/business/banner-header-business-overdraft-loan.jpg?sfvrsn=30011111_1	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/images/default-source/header-images/business/banner-header-business-overdraft-loanc663.jpg	(from https://www.beginnings.com/business/business-loans/overdraft-loan-protection)
08:57:42	176/176	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:43%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:43	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:43%20GMT	https://www.beginnings.com/business/resources/join-cfcu	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/resources/join-cfcu	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:43	152/152	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:44%20GMT	https://www.beginnings.com/about-us/resources/BeginningsDigitalMobileBanking	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/BeginningsDigitalMobileBanking	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:43	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:44%20GMT	https://www.beginnings.com/about-us/resources/about-digital-banking	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/about-digital-banking	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:43	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:44%20GMT	https://www.beginnings.com/about-us/resources/security-and-fraud	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/security-and-fraud	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:44	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:44%20GMT	https://www.beginnings.com/about-us/resources/loan-payment-portal	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/loan-payment-portal	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:44	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:45%20GMT	https://www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:44	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.34f.delayed	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:45	54198/54198	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:57:46%20GMT	https://www.beginnings.com/other/member-forms/contact-commercial-mortgage-team	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/other/member-forms/contact-commercial-mortgage-team.html	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:45	55683/55683	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:57:46%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-application	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-application.html	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:46	58221/58221	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:57:46%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages/commercial-mortgages-in-ithaca-new-york	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages/commercial-mortgages-in-ithaca-new-york.html	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:46	58221/58221	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:57:47%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages/commercial-mortgages-in-cortland-new-york	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages/commercial-mortgages-in-cortland-new-york.html	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:46	58238/58238	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:57:47%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages/commercial-mortgages-in-waterloo-new-york	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages/commercial-mortgages-in-waterloo-new-york.html	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:46	58304/58304	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:57:47%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages/commercial-mortgages-in-north-syracuse-new-york	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages/commercial-mortgages-in-north-syracuse-new-york.html	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:46	58293/58293	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:57:47%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages/commercial-mortgages-in-east-syracuse-new-york	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages/commercial-mortgages-in-east-syracuse-new-york.html	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:46	0/-1	---M--	301	error ('')			https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member.357.delayed	(from https://www.beginnings.com/business/commercial-real-estate-loans)
08:57:47	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/construction-loans	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/construction-loans.358.delayed	(from https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages)
08:57:47	0/-1	---M--	301	error ('')			https://www.beginnings.com/personal/home-loans/green-lending-program	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/personal/home-loans/green-lending-program.359.delayed	(from https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages)
08:57:47	176/176	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:57:47%20GMT	https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgage-refinance	(from https://www.beginnings.com/business/commercial-real-estate-loans/commercial-mortgages)
